City,Account length,Area code,Phone number,International plan,Voicemail plan,No. vmail msgs,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total int charge,Customer service calls,Churn
Sapporo,847,408,597-138-3472,Yes,Yes,34,165.7,89,28.17,202.2,85,20.22,299.33,116,14.97,10.69,12,1.6,8,True
Osaka,547,415,831-402-3992,Yes,Yes,44,297.11,194,50.51,197.51,78,19.75,235.38,147,11.77,15.99,10,2.4,4,False
Sapporo,148,510,546-380-9174,Yes,No,44,1.36,146,0.23,182.95,190,18.29,100.19,36,5.01,10.21,8,1.53,6,False
Saitama,451,510,591-525-3957,Yes,Yes,33,40.3,94,6.85,291.61,65,29.16,290.77,150,14.54,16.14,18,2.42,2,True
Nagoya,299,510,678-889-7549,No,No,40,358.85,146,61.0,28.51,26,2.85,40.79,104,2.04,13.72,13,2.06,0,False
Yokohama,679,415,210-102-4369,Yes,Yes,5,52.56,49,8.94,58.08,129,5.81,194.19,186,9.71,20.0,15,3.0,7,True
Kyoto,65,415,681-931-2321,No,Yes,34,337.21,15,57.33,109.51,5,10.95,71.06,199,3.55,5.65,11,0.85,7,True
Osaka,530,408,239-938-7353,No,Yes,16,12.71,90,2.16,86.5,55,8.65,191.77,90,9.59,3.06,1,0.46,5,False
Yokohama,357,415,393-346-1491,Yes,No,23,270.54,58,45.99,61.45,82,6.14,63.96,106,3.2,3.69,10,0.55,9,False
Nagoya,181,415,503-554-1055,Yes,Yes,28,318.91,195,54.21,329.09,47,32.91,240.17,148,12.01,19.29,10,2.89,9,True
Osaka,659,510,227-729-3752,Yes,No,35,93.95,92,15.97,273.79,14,27.38,40.18,7,2.01,16.12,15,2.42,9,True
Kobe,853,415,989-851-2002,Yes,Yes,40,278.65,55,47.37,367.01,62,36.7,125.38,182,6.27,2.83,12,0.42,2,True
Fukuoka,810,408,130-972-8608,No,Yes,37,27.33,28,4.65,282.72,109,28.27,34.85,198,1.74,18.43,5,2.76,5,True
Yokohama,306,510,125-921-1513,No,Yes,27,308.82,36,52.5,135.97,77,13.6,314.75,33,15.74,1.03,14,0.15,8,False
Saitama,357,415,713-620-1223,Yes,No,9,224.33,102,38.14,93.98,127,9.4,79.51,125,3.98,19.36,4,2.9,3,True
Kyoto,459,415,106-766-6912,Yes,Yes,10,392.79,5,66.77,120.39,141,12.04,92.18,120,4.61,10.05,15,1.51,6,True
Kobe,571,415,217-150-7197,Yes,Yes,15,394.78,65,67.11,31.25,42,3.12,366.45,23,18.32,6.83,15,1.02,9,True
Saitama,311,510,288-736-8514,Yes,Yes,11,176.21,128,29.96,137.3,102,13.73,382.02,157,19.1,15.05,8,2.26,8,False
Tokyo,722,510,292-103-3741,Yes,Yes,24,18.58,146,3.16,383.08,74,38.31,381.82,49,19.09,13.13,19,1.97,9,False
Nagoya,518,510,542-433-9536,No,Yes,10,185.61,4,31.55,134.36,189,13.44,17.38,104,0.87,12.2,17,1.83,4,False
Kyoto,265,415,291-242-8422,Yes,Yes,40,178.68,165,30.38,94.81,76,9.48,268.52,25,13.43,9.68,2,1.45,0,True
Kawasaki,672,510,772-427-6032,No,No,15,104.68,167,17.8,0.25,126,0.02,276.45,7,13.82,11.58,13,1.74,2,False
Nagoya,863,510,302-596-5542,No,No,28,154.4,48,26.25,119.55,32,11.96,176.84,153,8.84,11.92,16,1.79,0,True
Kyoto,550,415,792-738-9888,No,No,46,31.22,195,5.31,202.21,190,20.22,126.81,157,6.34,9.52,19,1.43,3,False
Osaka,413,510,110-139-9071,Yes,No,46,1.1,127,0.19,330.7,51,33.07,207.44,19,10.37,1.7,9,0.26,2,False
Yokohama,999,415,871-767-8939,Yes,No,24,252.61,121,42.94,346.29,130,34.63,287.28,112,14.36,12.06,17,1.81,3,False
Osaka,210,510,540-898-6967,No,Yes,47,329.58,98,56.03,232.4,71,23.24,271.66,61,13.58,8.52,17,1.28,2,True
Kawasaki,51,408,392-604-9130,No,No,25,201.25,139,34.21,399.98,25,40.0,280.37,105,14.02,13.59,8,2.04,8,True
Saitama,941,510,939-921-6154,Yes,No,33,220.22,174,37.44,367.47,104,36.75,255.81,6,12.79,10.43,4,1.56,8,True
Sapporo,21,408,825-882-7839,No,No,5,333.63,167,56.72,102.6,168,10.26,70.3,141,3.52,7.5,13,1.12,4,True
Sapporo,40,415,349-572-2792,No,Yes,25,333.21,72,56.65,116.76,67,11.68,304.98,51,15.25,4.48,10,0.67,5,True
Osaka,332,408,132-332-3704,Yes,No,14,293.1,111,49.83,276.15,137,27.62,222.89,155,11.14,16.22,1,2.43,6,False
Yokohama,210,408,517-702-8741,Yes,Yes,28,241.02,178,40.97,287.65,8,28.76,336.28,89,16.81,19.73,1,2.96,7,True
Kobe,589,408,172-142-4959,Yes,Yes,2,173.27,55,29.46,292.95,161,29.3,186.21,89,9.31,10.83,3,1.62,0,True
Kobe,523,408,938-842-8262,No,No,32,341.16,10,58.0,314.99,14,31.5,319.79,90,15.99,5.76,14,0.86,9,True
Fukuoka,60,510,797-171-9312,Yes,Yes,32,263.36,188,44.77,267.84,129,26.78,224.94,191,11.25,15.1,4,2.26,7,True
Saitama,2,510,210-215-5685,No,Yes,27,325.87,32,55.4,271.68,187,27.17,286.08,159,14.3,11.9,4,1.78,0,False
Kyoto,517,510,901-325-1466,Yes,Yes,17,193.84,106,32.95,8.27,131,0.83,299.91,86,15.0,6.43,2,0.96,6,False
Yokohama,866,408,587-270-8113,No,Yes,35,377.02,78,64.09,169.81,112,16.98,211.69,91,10.58,8.86,10,1.33,1,False
Kyoto,547,408,273-825-8704,No,Yes,10,54.84,126,9.32,364.92,63,36.49,288.81,111,14.44,6.42,0,0.96,9,True
Fukuoka,344,408,536-802-4271,No,Yes,23,333.86,132,56.76,258.04,169,25.8,83.28,198,4.16,2.08,12,0.31,7,True
Kobe,240,510,648-744-1004,Yes,No,30,258.26,88,43.9,41.09,90,4.11,311.25,23,15.56,14.39,15,2.16,6,False
Nagoya,273,510,617-402-5786,No,Yes,29,77.57,180,13.19,122.31,10,12.23,125.4,72,6.27,17.52,4,2.63,8,False
Kobe,347,408,553-688-5490,No,No,15,385.3,161,65.5,141.57,71,14.16,307.23,153,15.36,11.87,13,1.78,3,True
Kobe,619,510,868-884-6307,Yes,No,28,209.14,177,35.55,126.23,69,12.62,389.26,180,19.46,17.81,2,2.67,2,True
Sapporo,548,408,527-321-7191,No,Yes,14,260.65,168,44.31,362.87,8,36.29,168.84,16,8.44,15.77,9,2.37,7,False
Osaka,666,510,208-822-2856,Yes,Yes,38,33.24,85,5.65,337.64,47,33.76,280.32,63,14.02,8.85,10,1.33,3,False
Osaka,286,415,146-724-2108,Yes,Yes,45,171.16,27,29.1,160.34,162,16.03,298.28,60,14.91,11.51,10,1.73,9,True
Sapporo,449,408,561-364-7266,Yes,No,20,17.96,2,3.05,353.53,74,35.35,274.96,81,13.75,4.29,11,0.64,8,False
Saitama,662,408,548-355-9137,No,No,2,203.0,132,34.51,288.2,73,28.82,135.77,83,6.79,13.45,14,2.02,2,False
Tokyo,714,510,724-464-9398,Yes,Yes,33,365.4,89,62.12,11.08,14,1.11,232.87,150,11.64,5.56,0,0.83,1,True
Fukuoka,973,408,344-793-1502,Yes,Yes,12,5.89,87,1.0,102.56,128,10.26,390.16,89,19.51,17.41,10,2.61,7,False
Kawasaki,414,408,769-215-3045,Yes,Yes,38,22.58,153,3.84,334.95,55,33.49,20.29,101,1.01,11.27,5,1.69,6,True
Kyoto,500,408,246-675-1679,Yes,No,27,32.27,42,5.49,12.56,84,1.26,172.37,143,8.62,5.09,13,0.76,5,True
Kobe,232,408,649-956-6451,No,No,42,96.46,31,16.4,105.13,82,10.51,151.13,136,7.56,3.86,5,0.58,1,True
Saitama,637,415,562-665-4469,No,Yes,11,258.62,82,43.97,375.05,15,37.51,95.33,181,4.77,7.67,0,1.15,6,False
Kawasaki,37,408,692-744-2083,Yes,Yes,49,221.61,164,37.67,328.58,187,32.86,83.38,80,4.17,3.22,9,0.48,5,False
Sapporo,816,408,646-100-6258,No,No,23,207.71,10,35.31,86.47,42,8.65,40.56,125,2.03,4.77,19,0.72,8,False
Kyoto,180,408,101-293-9616,Yes,Yes,36,96.06,15,16.33,208.17,6,20.82,1.94,131,0.1,14.98,14,2.25,5,False
Nagoya,833,408,524-575-9519,No,Yes,39,24.08,86,4.09,217.52,75,21.75,165.16,169,8.26,19.95,7,2.99,1,False
Nagoya,352,408,485-562-1520,Yes,Yes,20,23.32,137,3.96,88.37,160,8.84,333.41,33,16.67,16.72,10,2.51,7,True
Kawasaki,664,510,497-540-3777,No,No,46,383.97,161,65.27,67.25,175,6.72,341.89,169,17.09,16.88,8,2.53,4,True
Osaka,300,408,833-585-9211,No,No,13,80.69,128,13.72,225.77,10,22.58,270.81,168,13.54,1.36,18,0.2,1,False
Kawasaki,621,510,750-979-7762,Yes,Yes,41,339.78,68,57.76,6.54,9,0.65,93.31,133,4.67,9.07,15,1.36,6,True
Kawasaki,532,415,334-404-7317,Yes,Yes,8,276.84,7,47.06,293.11,18,29.31,13.89,95,0.69,10.1,6,1.52,2,True
Sapporo,69,408,617-870-9872,Yes,Yes,47,237.45,3,40.37,372.67,110,37.27,31.15,102,1.56,13.12,11,1.97,3,False
Nagoya,687,408,966-971-8273,Yes,No,35,30.15,1,5.13,83.5,179,8.35,385.37,61,19.27,15.53,18,2.33,5,True
Yokohama,562,415,288-629-6832,No,No,24,111.61,114,18.97,233.7,73,23.37,335.01,147,16.75,16.83,19,2.52,7,False
Kawasaki,437,408,689-125-8322,No,Yes,34,237.0,183,40.29,369.9,73,36.99,120.92,104,6.05,19.15,15,2.87,1,False
Fukuoka,418,510,840-240-3985,No,Yes,45,178.7,11,30.38,182.14,193,18.21,151.01,179,7.55,15.37,6,2.31,3,False
Kobe,585,408,642-970-8110,Yes,No,12,130.12,150,22.12,96.66,129,9.67,220.67,118,11.03,6.5,19,0.98,5,True
Yokohama,330,415,327-352-4055,Yes,Yes,38,99.58,41,16.93,255.23,148,25.52,200.37,139,10.02,6.76,2,1.01,0,True
Kobe,777,415,497-912-7545,Yes,Yes,3,277.21,167,47.13,73.1,112,7.31,197.49,183,9.87,5.58,11,0.84,2,True
Nagoya,274,408,702-940-5501,Yes,No,45,304.81,51,51.82,131.95,154,13.2,124.47,179,6.22,11.35,0,1.7,1,False
Kobe,659,408,958-863-7400,Yes,Yes,20,376.28,95,63.97,91.49,131,9.15,138.37,78,6.92,8.8,10,1.32,4,False
Osaka,118,510,790-438-8915,Yes,No,10,127.51,193,21.68,134.39,80,13.44,120.2,139,6.01,13.93,7,2.09,8,False
Fukuoka,108,415,613-487-2863,No,Yes,47,235.48,98,40.03,273.91,184,27.39,333.3,123,16.67,13.68,17,2.05,3,False
Kobe,192,408,537-642-9715,Yes,Yes,1,102.96,88,17.5,214.69,156,21.47,268.64,194,13.43,6.82,17,1.02,7,True
Sapporo,355,510,538-365-7849,No,Yes,16,287.29,78,48.84,242.27,27,24.23,353.43,3,17.67,16.71,14,2.51,3,False
Yokohama,551,408,166-678-4012,Yes,Yes,43,398.77,145,67.79,296.85,0,29.68,286.77,153,14.34,10.83,1,1.62,8,True
Nagoya,452,415,599-544-8108,No,Yes,44,145.52,11,24.74,254.05,42,25.4,263.07,124,13.15,6.97,9,1.05,3,True
Saitama,557,408,352-896-6526,Yes,No,47,136.79,71,23.25,131.8,129,13.18,171.43,21,8.57,17.71,2,2.66,2,False
Yokohama,932,415,127-980-6774,Yes,No,30,241.93,105,41.13,107.5,2,10.75,192.53,42,9.63,6.63,8,0.99,1,True
Kawasaki,628,510,942-669-8204,No,Yes,27,318.4,155,54.13,17.78,116,1.78,82.28,73,4.11,4.56,7,0.68,4,True
Yokohama,336,408,711-148-8917,Yes,Yes,34,15.14,99,2.57,249.3,81,24.93,239.2,43,11.96,6.67,10,1.0,6,True
Sapporo,710,408,280-351-8079,Yes,No,15,3.23,4,0.55,3.83,48,0.38,269.21,48,13.46,18.1,1,2.72,4,True
Nagoya,334,415,885-445-1256,Yes,No,24,107.73,191,18.31,399.97,95,40.0,2.35,59,0.12,2.42,15,0.36,3,True
Yokohama,25,408,859-717-6967,No,No,21,37.31,193,6.34,242.87,193,24.29,236.19,17,11.81,13.61,7,2.04,0,False
Fukuoka,80,510,666-529-3783,No,No,18,17.99,158,3.06,109.13,144,10.91,96.22,198,4.81,8.69,5,1.3,2,True
Yokohama,927,408,493-325-4038,Yes,Yes,39,222.0,96,37.74,267.63,88,26.76,216.87,8,10.84,12.22,2,1.83,3,False
Osaka,526,408,153-996-9612,No,Yes,15,76.01,106,12.92,252.84,132,25.28,194.71,196,9.74,4.21,17,0.63,7,True
Sapporo,165,510,674-942-1657,No,Yes,45,353.45,135,60.09,366.39,27,36.64,295.1,74,14.76,7.94,11,1.19,3,False
Kawasaki,786,415,692-578-4606,Yes,No,22,155.67,73,26.46,209.4,102,20.94,38.43,176,1.92,2.17,7,0.33,2,True
Nagoya,617,510,171-864-9294,Yes,Yes,9,256.51,13,43.61,233.98,45,23.4,298.03,80,14.9,11.52,6,1.73,0,False
Kyoto,31,415,123-590-1703,No,Yes,39,323.76,33,55.04,327.58,164,32.76,97.81,150,4.89,6.14,0,0.92,7,True
Kawasaki,309,510,983-663-6151,No,Yes,46,111.64,62,18.98,17.59,168,1.76,170.26,85,8.51,12.48,1,1.87,8,True
Tokyo,409,415,643-777-9542,Yes,No,22,236.68,155,40.24,172.62,39,17.26,320.92,89,16.05,12.42,19,1.86,3,False
Sapporo,216,415,727-672-7517,No,No,19,193.76,92,32.94,32.72,85,3.27,251.36,168,12.57,11.08,11,1.66,5,True
Kobe,844,510,907-183-1963,Yes,Yes,28,387.24,21,65.83,79.35,111,7.94,114.53,25,5.73,10.26,1,1.54,7,False
Osaka,910,510,401-241-5203,No,Yes,41,100.42,169,17.07,173.89,2,17.39,236.85,95,11.84,11.7,9,1.76,5,False
Tokyo,12,408,144-862-8869,No,Yes,20,192.6,148,32.74,350.13,148,35.01,194.52,21,9.73,2.7,2,0.4,2,True
Kyoto,982,415,690-301-4847,Yes,No,1,345.35,184,58.71,360.99,86,36.1,142.39,198,7.12,14.03,10,2.1,1,True
Fukuoka,756,415,462-335-2915,Yes,No,38,143.06,140,24.32,382.72,183,38.27,341.15,167,17.06,8.78,7,1.32,2,False
Nagoya,256,415,389-165-1456,Yes,No,16,166.37,8,28.28,243.9,91,24.39,278.17,87,13.91,5.81,9,0.87,7,False
Kawasaki,393,408,107-844-7689,No,Yes,35,9.21,32,1.57,121.65,57,12.16,38.05,158,1.9,1.61,18,0.24,1,False
Kobe,344,415,118-180-2651,Yes,Yes,19,110.88,6,18.85,146.93,15,14.69,34.6,198,1.73,16.63,6,2.49,9,True
Kobe,854,408,447-390-7549,No,Yes,7,369.82,133,62.87,77.59,98,7.76,239.61,89,11.98,18.43,14,2.76,2,False
Osaka,147,408,500-493-9598,Yes,No,25,364.34,28,61.94,258.96,106,25.9,262.61,103,13.13,3.35,2,0.5,9,True
Kobe,507,510,626-288-7881,Yes,Yes,26,128.27,95,21.81,141.94,42,14.19,4.21,13,0.21,14.11,12,2.12,7,True
Saitama,81,408,679-771-8183,No,Yes,27,201.47,189,34.25,360.39,173,36.04,80.8,73,4.04,15.93,11,2.39,2,False
Yokohama,198,408,209-440-8538,Yes,Yes,26,7.58,75,1.29,195.62,22,19.56,69.2,152,3.46,8.18,13,1.23,4,False
Tokyo,989,415,970-475-7453,No,Yes,0,146.01,111,24.82,349.01,77,34.9,335.77,63,16.79,17.31,4,2.6,0,True
Nagoya,939,408,837-307-1804,Yes,Yes,6,81.69,179,13.89,153.37,67,15.34,196.1,75,9.8,11.8,12,1.77,9,False
Kyoto,868,415,108-770-5186,No,Yes,26,204.76,158,34.81,84.26,28,8.43,389.3,185,19.47,2.2,15,0.33,3,False
Nagoya,436,415,203-554-3553,Yes,Yes,25,84.52,42,14.37,380.14,46,38.01,208.24,185,10.41,6.78,10,1.02,5,True
Kawasaki,746,415,820-426-9588,No,No,3,83.22,162,14.15,57.32,60,5.73,193.15,148,9.66,1.9,5,0.28,6,True
Nagoya,172,408,870-315-2808,No,Yes,10,152.44,93,25.91,276.46,47,27.65,290.17,56,14.51,0.26,13,0.04,1,False
Yokohama,115,415,823-685-8911,No,Yes,1,304.92,103,51.84,214.42,17,21.44,80.83,30,4.04,17.64,19,2.65,0,False
Sapporo,152,510,842-661-8465,No,Yes,40,382.73,53,65.06,390.29,103,39.03,51.03,84,2.55,2.11,8,0.32,6,False
Saitama,396,415,712-311-7564,No,Yes,38,179.47,132,30.51,23.91,173,2.39,156.52,27,7.83,15.16,17,2.27,8,True
Sapporo,373,510,729-579-7986,Yes,No,29,89.17,35,15.16,199.21,40,19.92,179.44,115,8.97,0.43,6,0.06,7,False
Tokyo,709,408,536-188-9454,No,No,7,54.1,125,9.2,9.74,66,0.97,301.4,183,15.07,0.61,6,0.09,6,False
Tokyo,485,510,121-328-8297,No,No,0,222.16,79,37.77,95.19,63,9.52,362.8,161,18.14,1.15,0,0.17,1,True
Kawasaki,396,510,945-471-3613,Yes,Yes,23,89.54,97,15.22,241.72,45,24.17,75.72,9,3.79,3.9,17,0.58,6,True
Kawasaki,737,510,834-900-2392,No,Yes,30,349.83,152,59.47,71.42,154,7.14,113.48,142,5.67,7.95,0,1.19,4,True
Kobe,560,510,885-367-4203,Yes,No,47,262.1,179,44.56,396.88,9,39.69,143.37,37,7.17,17.39,10,2.61,1,True
Nagoya,610,415,760-774-2072,Yes,No,12,190.81,96,32.44,389.96,171,39.0,246.13,60,12.31,9.57,6,1.44,6,True
Kawasaki,89,510,579-196-2274,No,Yes,24,347.3,45,59.04,57.87,70,5.79,201.98,6,10.1,4.41,5,0.66,9,True
Sapporo,254,510,752-510-8135,Yes,No,48,286.15,89,48.65,204.22,8,20.42,230.38,24,11.52,18.11,15,2.72,8,False
Saitama,384,510,882-105-4796,No,Yes,44,356.99,48,60.69,337.17,56,33.72,303.24,117,15.16,18.42,8,2.76,3,True
Nagoya,393,415,807-267-7541,No,Yes,30,150.94,142,25.66,369.24,5,36.92,98.17,123,4.91,7.03,2,1.05,8,False
Fukuoka,27,408,986-794-3619,Yes,No,15,133.24,137,22.65,303.0,198,30.3,167.86,122,8.39,14.88,9,2.23,9,True
Kawasaki,160,408,688-283-5345,Yes,No,19,386.87,41,65.77,58.4,42,5.84,394.65,49,19.73,14.74,15,2.21,0,True
Fukuoka,44,415,351-300-6290,Yes,No,16,232.66,107,39.55,217.38,94,21.74,47.99,170,2.4,13.71,7,2.06,9,True
Kawasaki,404,415,349-576-2646,No,Yes,18,144.17,192,24.51,283.59,140,28.36,385.1,68,19.26,10.35,5,1.55,7,True
Tokyo,451,415,413-340-4865,Yes,Yes,40,125.81,136,21.39,175.98,67,17.6,101.87,80,5.09,15.75,2,2.36,0,False
Yokohama,11,415,596-704-3282,No,No,5,332.12,21,56.46,132.24,84,13.22,207.9,12,10.4,0.9,15,0.14,1,False
Kawasaki,615,408,509-669-9476,Yes,Yes,10,202.58,126,34.44,101.88,108,10.19,37.65,55,1.88,14.15,1,2.12,8,True
Fukuoka,386,510,270-849-2661,No,No,15,390.71,127,66.42,165.75,63,16.58,146.09,59,7.3,13.98,8,2.1,0,True
Saitama,760,415,894-240-9480,No,No,37,36.38,79,6.18,141.88,50,14.19,369.92,9,18.5,15.34,17,2.3,2,False
Fukuoka,50,408,912-328-2478,Yes,No,24,296.78,114,50.45,111.31,12,11.13,273.39,27,13.67,3.83,7,0.57,3,True
Tokyo,747,415,404-821-8541,No,No,38,343.07,41,58.32,266.92,47,26.69,46.57,140,2.33,9.46,0,1.42,8,False
Kobe,876,408,638-527-2065,Yes,Yes,37,327.59,14,55.69,9.04,87,0.9,42.65,119,2.13,9.03,7,1.35,9,False
Sapporo,723,510,671-283-5175,No,Yes,33,76.24,77,12.96,102.73,143,10.27,268.4,65,13.42,3.83,16,0.57,9,False
Kobe,372,510,421-419-7554,Yes,Yes,20,79.25,57,13.47,330.24,18,33.02,255.18,145,12.76,18.33,13,2.75,0,True
Saitama,607,408,294-738-7439,No,No,0,273.7,97,46.53,312.3,144,31.23,153.41,129,7.67,1.79,9,0.27,8,False
Kawasaki,243,510,690-973-9838,Yes,Yes,45,392.11,107,66.66,224.05,191,22.4,259.4,160,12.97,6.52,9,0.98,9,True
Fukuoka,169,408,589-171-2846,No,Yes,49,134.37,147,22.84,214.37,151,21.44,304.67,171,15.23,13.1,12,1.96,5,True
Kyoto,214,415,534-475-6179,No,Yes,27,278.82,36,47.4,92.48,40,9.25,340.51,98,17.03,3.33,1,0.5,3,True
Saitama,94,408,206-595-1194,Yes,Yes,9,328.16,155,55.79,230.34,58,23.03,50.68,184,2.53,8.22,18,1.23,2,False
Fukuoka,105,415,574-228-7764,Yes,No,14,309.56,168,52.63,217.36,77,21.74,239.34,65,11.97,3.64,13,0.55,0,False
Fukuoka,561,408,727-299-4877,Yes,Yes,46,286.32,62,48.67,237.67,53,23.77,44.68,54,2.23,8.54,19,1.28,9,True
Kyoto,518,408,100-187-1961,Yes,Yes,7,255.06,100,43.36,222.87,61,22.29,34.31,103,1.72,12.56,8,1.88,2,True
Kyoto,516,408,752-471-4463,No,Yes,18,4.09,32,0.7,226.88,145,22.69,366.63,138,18.33,1.89,9,0.28,2,False
Osaka,430,408,486-995-8464,No,Yes,26,332.32,119,56.49,284.39,3,28.44,360.95,142,18.05,9.2,17,1.38,6,True
Osaka,879,408,781-184-6176,Yes,No,32,305.33,100,51.91,65.46,164,6.55,315.36,195,15.77,5.32,15,0.8,9,True
Kawasaki,477,510,635-657-5221,Yes,Yes,38,21.44,13,3.64,116.68,130,11.67,147.25,91,7.36,10.03,12,1.5,8,True
Osaka,797,408,371-981-4089,Yes,Yes,31,111.17,123,18.9,207.08,130,20.71,191.04,51,9.55,5.85,9,0.88,7,True
Sapporo,842,510,260-478-3492,No,Yes,2,329.9,156,56.08,263.64,23,26.36,53.54,163,2.68,16.78,3,2.52,3,True
Kobe,752,415,543-826-8642,No,No,47,252.79,95,42.97,59.57,40,5.96,388.45,194,19.42,17.4,5,2.61,5,False
Sapporo,930,408,574-832-5907,No,Yes,23,157.85,154,26.83,386.6,41,38.66,287.79,27,14.39,12.64,17,1.9,2,False
Tokyo,176,510,578-554-2982,No,No,3,371.24,185,63.11,128.6,192,12.86,49.09,177,2.45,7.05,15,1.06,9,False
Tokyo,282,510,303-947-5502,Yes,No,25,231.39,13,39.34,317.95,5,31.8,85.99,130,4.3,16.32,17,2.45,4,True
Nagoya,983,415,799-297-3775,No,No,23,120.72,136,20.52,182.33,93,18.23,361.45,119,18.07,10.7,18,1.6,8,False
Tokyo,27,510,555-879-1974,No,Yes,10,301.27,10,51.22,75.57,73,7.56,212.6,155,10.63,8.68,4,1.3,8,True
Yokohama,528,415,795-461-6016,No,No,27,118.68,99,20.18,246.61,61,24.66,319.7,118,15.98,2.68,4,0.4,4,True
Sapporo,750,415,658-319-2401,Yes,No,10,187.61,120,31.89,45.32,99,4.53,46.25,140,2.31,15.56,4,2.33,1,True
Saitama,590,510,210-574-8861,No,No,31,164.43,91,27.95,30.48,148,3.05,236.33,109,11.82,10.43,14,1.56,6,True
Nagoya,293,510,735-870-3601,No,No,43,148.91,85,25.31,351.6,99,35.16,353.82,75,17.69,11.57,18,1.74,1,False
Fukuoka,597,510,648-437-3711,No,Yes,38,113.49,43,19.29,100.42,129,10.04,277.04,49,13.85,13.94,0,2.09,4,True
Osaka,448,510,703-596-6681,Yes,Yes,25,77.7,158,13.21,207.37,182,20.74,334.43,73,16.72,8.34,17,1.25,6,False
Tokyo,502,408,750-325-5794,No,Yes,20,118.65,128,20.17,30.67,67,3.07,254.58,127,12.73,18.78,5,2.82,5,True
Sapporo,615,415,841-175-4937,No,Yes,37,229.5,157,39.02,162.05,174,16.21,9.62,167,0.48,5.56,3,0.83,5,False
Osaka,828,510,508-626-4526,No,Yes,41,314.49,106,53.46,38.45,150,3.85,300.22,0,15.01,0.68,3,0.1,1,True
Kawasaki,641,510,637-591-7914,Yes,No,37,289.82,25,49.27,311.13,12,31.11,20.11,116,1.01,17.78,10,2.67,7,False
Yokohama,826,510,635-488-7535,No,No,36,26.26,82,4.46,287.07,143,28.71,236.86,4,11.84,16.56,13,2.48,6,True
Fukuoka,603,408,430-935-3064,Yes,No,39,224.09,21,38.1,24.64,115,2.46,174.31,51,8.72,2.47,11,0.37,6,True
Sapporo,931,408,118-281-8465,Yes,No,37,310.57,137,52.8,15.08,139,1.51,67.64,51,3.38,11.28,17,1.69,6,True
Kobe,340,415,449-228-7748,Yes,Yes,14,339.17,16,57.66,48.44,131,4.84,34.2,18,1.71,9.06,17,1.36,0,False
Nagoya,80,510,435-691-4351,Yes,Yes,8,225.88,103,38.4,321.33,120,32.13,254.28,43,12.71,2.61,18,0.39,0,True
Nagoya,513,415,987-942-6831,Yes,No,29,77.67,101,13.2,343.02,182,34.3,87.74,182,4.39,10.17,14,1.53,4,True
Yokohama,930,408,696-641-6933,No,Yes,16,112.48,137,19.12,259.16,175,25.92,206.33,27,10.32,14.21,5,2.13,4,False
Sapporo,68,408,536-138-3027,Yes,Yes,32,146.16,13,24.85,45.4,70,4.54,180.03,136,9.0,1.91,8,0.29,9,False
Sapporo,476,408,953-359-4752,No,Yes,31,374.06,153,63.59,207.62,186,20.76,212.56,91,10.63,3.35,1,0.5,6,False
Fukuoka,782,510,762-946-5284,No,No,1,20.63,72,3.51,214.6,22,21.46,144.04,108,7.2,18.99,10,2.85,4,True
Osaka,967,415,433-409-2763,Yes,Yes,12,290.75,145,49.43,253.57,86,25.36,78.18,143,3.91,11.22,0,1.68,5,False
Kobe,401,408,347-810-1663,Yes,No,41,154.96,105,26.34,337.42,7,33.74,353.49,162,17.67,18.21,13,2.73,6,False
Saitama,159,510,878-111-3659,Yes,No,18,252.06,152,42.85,307.29,74,30.73,398.48,102,19.92,12.17,19,1.83,8,True
Nagoya,602,510,641-152-4686,No,No,31,43.64,15,7.42,180.12,152,18.01,142.39,154,7.12,13.32,18,2.0,1,True
Kyoto,607,510,198-290-8813,No,No,18,98.27,81,16.71,105.52,83,10.55,74.97,120,3.75,19.55,17,2.93,5,True
Sapporo,469,408,509-354-9078,Yes,Yes,6,314.69,85,53.5,90.7,59,9.07,183.92,155,9.2,4.87,15,0.73,7,True
Saitama,281,510,771-191-4611,Yes,No,40,92.24,136,15.68,102.46,115,10.25,203.58,167,10.18,18.72,6,2.81,9,True
Kawasaki,241,408,624-110-5184,No,Yes,29,135.91,78,23.1,382.32,199,38.23,69.61,23,3.48,18.03,1,2.7,2,False
Sapporo,530,408,178-775-8798,Yes,Yes,0,246.98,122,41.99,344.92,14,34.49,93.22,163,4.66,5.68,4,0.85,9,False
Kobe,661,510,580-208-2593,Yes,Yes,7,297.91,114,50.64,78.56,119,7.86,349.57,85,17.48,12.15,11,1.82,2,False
Kobe,621,408,599-794-4330,No,No,44,110.59,70,18.8,244.13,100,24.41,111.24,95,5.56,8.11,2,1.22,5,False
Sapporo,596,510,987-499-1898,No,No,33,206.97,58,35.18,24.4,97,2.44,195.96,105,9.8,7.13,12,1.07,3,True
Sapporo,768,510,452-563-4896,No,No,20,341.24,70,58.01,107.37,147,10.74,250.02,194,12.5,1.62,16,0.24,7,True
Fukuoka,206,415,882-418-7468,No,Yes,40,59.15,165,10.06,355.21,58,35.52,367.34,199,18.37,2.17,0,0.33,0,True
Tokyo,248,408,606-138-3664,Yes,Yes,11,44.17,194,7.51,21.88,86,2.19,209.67,178,10.48,13.4,17,2.01,2,False
